College Name,Email
"DKTE SOCIETY YASHWANTRAO CHAVAN POLYTECHNIC, ICHALKARANJI",dkteycp@gmail.com
VISHWESHWARAYYA ABHIYANTRIKI PADVIKA MAHAVIDYALAYA,vishpoly@gmail.com
"GURU GOBIND SINGH COLLEGE OF ENGINEERING AND RESEARCH CENTRE, NASHIK",gcoerc.principal@gmail.com
JAYAWANTRAO SAWANT POLYTECHNIC,principal@jspmjspoly.edu.in
"GOVERNMENT AYURVED COLLEGE, JALGAON",gacjalgaon@gmail.com
"COLLEGE OF AGRICULTURAL ENGINEERING AND TECHNOLOGY, DAPOLI",caetdapoli@gmail.com
"MAHARASHTRA ACADEMY OF ENGINEERING AND EDUCATION RESEARCH'S MIT ARTS, COMMERCE AND  SCIENCE COLLEGE",mitalandi@mitacsc.ac.in
"VISHWANIKETAN'S INSTITUTE OF MANAGEMENT ENTREPRENEURSHIP AND ENGINEERING TECHNOLOGY (VIMEET), KHALAPUR",registrar.vimeet@vishwaniketan.edu.in
"SVERI'S, COLLEGE OF ENGINEERING (POLYTECHNIC), PANDHARPUR",cod@sveri.ac.in
"MAHARASHTRA NATIONAL LAW UNIVERSITY, AURANGABAD",registrar@mnlua.ac.in
"SHRI AMBABAI TALIM SANSTHA'S SANJAY BHOKARE GROUP OF INSTITUTES, MIRAJ",director@sbgimiraj.org
"SINHGAD TECHNICAL EDUCATION SOCIETY'S SMT. KASHIBAI NAVALE COLLEGE OF ENGINEERING, VADGAON",principal.skncoe@sinhgad.edu
SINHGAD TECHNICAL EDUCATION SOCIETY'S NBN SINHGAD TECHNICAL INSTITUTES CAMPUS,nbnssoe@sinhgad.edu
"SYMBIOSIS INSTITUTE OF MEDIA AND COMMUNICATION (SIMC), PUNE",admissions@simc.edu
"DR. VAISHAMPAYAN MEMORIAL MEDICAL COLLEGE, SOLAPUR",deansolapur@gmail.com
ASM'S INSTITUTE OF BUSINESS MANAGEMENT AND RESEARCH MBA INSTITUTE,admission@asmedu.org
SINHGAD TECHNICAL EDUCATION SOCIETY'S SINHGAD INSTITUTE OF MANAGEMENT,registrar.siom@sinhgad.edu
SURYADATTA INSTITUTE OF MANAGEMENT AND MASS COMMUNICATION,support@suryadatta.org
Kha-Manipur College,principalkmc10@gmail.com
Moirang College,moirangc1963@gmail.com
Imphal College,imphalcollege16@gmail.com
Manipur College,contact@manipurcollege.ac.in
Modern College,hodcompsci@moderncollegepune.edu.in
Oriental College,admission@oriental.ac.in
Lilong Haoreibi College,lhcprincipaloffice@gmail.com
Lamka College,lamkacollegeccp11@gmail.com
United College,info@united.ac.in
Manipur College of Technology,contact@manipurcollege.ac.in
Biramangol College,biramangolco@gmail.com
Imphal Art College,imphalcollege16@gmail.com
S.K. Women’s College,skwcollege@gmail.com
Bethany Christian College,bethanychristiancollegeccpur@gmail.com
Regional College,info@regional-college.com
Moreh College,morehcollegemoreh@gmail.com
Damdei Christian College,admdccollege@gmail.com
Rayburn College,admin@rayburncollege.ac.in
D.M. College of Arts,dmcollegearts@gmail.com
Kha‑Manipur College,principalkmc10@gmail.com
Manipur University,dean.medical@manipuruniv.ac.in
National Institute of Technology Manipur,mayengbamsunil5@gmail.com
"INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, MANIPUR",admission@iiitmanipur.ac.in
2. Kiang Nangbah Government College,kngc1967@gmail.com
3. Sohra Government College,sohragovernmentcollege@gmail.com
5. Williamnagar Government College,wgcw2k@gmail.com
1. St. Edmund’s College,stedmundscollege@gmail.com
3. Lady Keane College,ladykeanecollege@gmail.com
5. Union Christian College,ucc@uccollege.edu.in
12. Shillong Commerce College,shgcomcoll@gmail.com
Private Colleges under Peoples' College Grant in AID,info@peoplesuniversity.edu.in
1. Nongstoin College,nongstoincollege@gmail.com
7. Shangpung College,shangpungcollege1@gmail.com
8. Tura Christian College,tccgh2018@gmail.com
1. Acheng Rangmanpa College,collegeduniyabharat@gmail.com
4. Sngap Syiem College,sngapsyiemcollege@gmail.com
6. Durama College,duramacollege@gmail.com
1. St. Mary’s College of Teacher Education,stmaryscte@gmail.com
2. Tura Law College,collegeduniyabharat@gmail.com
5. Morning Star College,morningstarcsn@gmail.com
7. Umshyrpi College,umshyrpicollege@gmail.com
8. St. Dominic’s College,principal@sdck.in
10. Mawsynram Border Area College,mawsynramborderareacollege@gmail.com
14. Mawlai Presbyterian College,collegeduniyabharat@gmail.com
15. K.L. Bajoria College,klbajoriacollege@gmail.com
16. Don Bosco College of Teacher Education,donboscoctetura@gmail.com
17. Mairang Presbyterian Science College,mpsccollege@gmail.com
19. Khrawsing Christian College,kccmawngap@gmail.com
23. St. Francis D’ Assisi College,info@stfranciscollege.edu.in
25. Khadsawphra College,collegeduniyabharat@gmail.com
26. Meribon K. H. Memorial College,shgcomcoll@gmail.com
30. J. J. M. Nichols-Roy College,jjmnicholsroycollege@gmail.com
31. Riwar College,riwar.college1@gmail.com
Pachhunga University College,principal@pucollege.edu.in
Lunglei Govt. College,principal.lgc@gmail.com
Govt. Aizawl College,aizawlcollege75@gmail.com
Institute of Advanced Study in Education (CTE),principal.iase@gmail.com
Govt. Kolasib College,govtkolasibcollege@gmail.com
Govt. Hnahthial College,hnahthial.coll@gmail.com
Govt. Hrangbana College,hrangbanacollege2014@gmail.com
Govt. Zirtiri Residential Science College,contact@gzrsc.edu.in
Govt. Mamit College,governmentmamitcollege@gmail.com
Govt. J.Buana College,govtjbc@gmail.com
Govt. Saitual College,govtsaitualcollege@gmail.com
Govt. Aizawl West College,govtaizawlwestcollege@gmail.com
Govt. T.Romana College,trcollege@gmail.com
Govt. Kamalanagar College,kamalanagarcollege@gmail.com
Govt. Johnson College,gjcmizoram@gmail.com
Regional Institute of Paramedical & Nursing Sciences,ripans.aizawl@gmail.com
Mizoram Nursing College,mconfalkawn@gmail.com
Higher & Technical Institute of Mizoram,hatimoffice@gmail.com
Aizawl City College,aizawlcitycollege@gmail.com
Divine Mercy College,dmcaizawl@gmail.com
Helen Lowry College,helenlowrycollege@gmail.com
MIMER,mimer.mizoram@gmail.com
MIZORAM UNIVERSITY,registrar@mzu.edu.in
Pachhunga University College,pachhungaunivcollege@gmail.com
National Institute of Technology,nit_mizoram@nitmz.ac.in
Asian Institute of Higher Education & Research,aiher2006@gmail.com
Bailey Baptist College,baileybaptistcollege12@gmail.com
Baptist College,bapcollege@gmail.com
Bosco College of Teacher Education,bctedimapur@gmail.com
C-EDGE COLLEGE,moaaier@gmail.com
CHRISTIAN INSTITUTE OF HEALTH SCIENCES AND RESEARCH,directorcihsr@gmail.com
City College of Arts & Commerce,citycollegedimapur@gmail.com
Dimapur Govt. College,dimapurgovtcollege@gmail.com
Easter Christian College,eccnag@gmail.com
Fazl Ali College,ijamir@gmail.com
Immanuel College,immanuelcollege797112@gmail.com
J.N AIER COLLEGE,jnacprincipal@gmail.com
Loyem Memorial College,lmctuensang@gmail.com
Mount Olive College,mockohima.olive@gmail.com
Mount Tiyi College,mtcwokha@gmail.com
Mountain View Christian College,mountview@gmail.com
Patkai Christian College,patkaicollege@gmail.com
Peoples College,principal.pcmkg@gmail.com
Peren Govt. College,perengovtcollege@gmail.com
Public college of Commerce,pccdimapur1985@gmail.com
Salesian College of Higher Education,prinscoladim@gmail.com
Salt Christian College of Teacher Education,saltchristianb.ed@gmail.com
St. John College,stjohncollege@gmail.com
STATE College of Teacher Education,nctekohima@gmail.com
Unity College,unity.college.dimapur@gmail.com
UNITY COLLEGE OF TEACHER EDUCATION,unity.college.dimapur@gmail.com
YEMHI MEMORIAL COLLEGE,ymcexcel@gmail.com
Yingli College,yinglicollege@gmail.com
Zisaji Presidency College,zpcprincipal@gmail.com
Nagaland University,system.admin@nagalanduniversity.ac.in
NALANDA INSTITUTE OF TECHNOLOGY,info@thenalanda.com
GANDHI ENGINEERING COLLEGE,info@gec.edu.in
C.V.RAMAN COLLEGE OF ENGINEERING,deaninternational@cgu-odisha.ac.in
SILICON INSTITUTE OF TECHNOLOGY,info@silicon.ac.in
SUBAS INSTITUTE OF TECHNOLOGY,subas.academic@gmail.com
CENTRE FOR IT EDUCATION,principal@cime.ac.in
ORISSA ENGINEERING COLLEGE,info@oiet.edu.in
INNOVATION - THE BUSINESS SCHOOL,contactus@ibschool.org.in
KRUPAJAL BUSINESS SCHOOL,hrkrupajal@gmail.com
ASTHA SCHOOL OF MANAGEMENT,asthaschoolmgm@gmail.com
GANDHI INSTITUTE OF ENGINEERING AND TECHNOLOGY,dr.priyambada@gift.edu.in
NIIS INSTITUTE OF BUSINESS ADMINISTRATION,contactus@niisgroup.org
VIJAYANJALI INSTITUTE OF TECHNOLOGY,vit.edu.bls@gmail.com
GLOBAL INSTITUTE OF MANAGEMENT,globalsangamner@gmail.com
DADHICHI COLLEGE OF PHARMACY,principal@dcp.ac.in
BLACK DIAMOND SCHOOL OF ENGINEERING,principalbdse@gmail.com
GAYATRI COLLEGE OF MANAGEMENT,principalgimbbsr@gmail.com
IMT PHARMACY COLLEGE,info@imt.edu.in
BRM INSTITUTE OF MANAGEMENT AND INFORMATION TECHNOLOGY,admission@brm.edu.in
NIST BUSINESS SCHOOL,info@nist.edu
NIST BUSINESS SCHOOL,hello@nist.edu
INSTITUTE OF ADVANCED COMPUTER & RESEARCH,mail@giacr.ac.in
MAJHIGHARIANI INSTITUTE OF TECHNOLOGY AND SCIENCE,info@mits.edu.in
GANDHI INSTITUTE FOR TECHNOLOGICAL ADVANCEMENT (GITA),gita@gita.edu.in
BHAVAN'S CENTRE FOR COMMUNICATION AND MANAGEMENT,bvc@bhavansvc.ac.in
PADMANAVA COLLEGE OF ENGINEERING,info@pcerkl.ac.in
KALAM INSTITUTE OF TECHNOLOGY,admission@kit.edu.in
KONARK INSTITUTE OF SCIENCE AND TECHNOLOGY,info@kist.ac.in
SYNERGY INSTITUTE OF TECHNOLOGY,admission@synergyinstitute.ac.in
SYNERGY INSTITUTE OF ENGINEERING & TECHNOLOGY,mr.piyush295@gmail.com
AJAY BINAY INSTITUTE OF TECHNOLOGY,info@abit.edu.in
GANDHI INSTITUTE OF COMPUTER STUDIES,ao@mgit.ac.in
HI-TECH INSTITUTE OF TECHNOLOGY,info@hit.ac.in
OXFORD COLLEGE OF ENGINEERING AND MANAGEMENT,oxfordcollegeofengg@gmail.com
MODERN ENGINEERING & MANAGEMENT STUDIES,principalmems15@gmail.com
GANDHI INSTITUTE FOR TECHNOLOGY,ao@mgit.ac.in
KOUSTUV INSTITUTE OF TECHNOLOGY,admission@koustuvgroup.ac.in
RAJDHANI COLLEGE OF ENGINEERING AND MANAGEMENT,principal@rajdhani.du.ac.in
C.V.RAMAN COMPUTER ACADEMY,info@cvru.ac.in
INSTITUTE OF PHARMACY & TECHNOLOGY,mailiptsalipur@gmail.com
BHUBANESWAR ENGINEERING COLLEGE (BEC),admission@becbbsr.ac.in
KANAK MANJARI INSTITUTE OF PHARMACEUTICAL SCIENCES,helpline@antiragging.in
KOUSTUV INSTITUTE OF SELF DOMAIN,admission@koustuvgroup.ac.in
COLLEGE OF ENGINEERING BHUBANESWAR,admission@koustuvgroup.ac.in
GANDHI INSTITUTE OF INDUSTRIAL TECHNOLOGY,info@gift.edu.in
REGIONAL COLLEGE OF MANAGEMENT (AUTONOMOUS),info@rcm.ac.in
KOUSTUV BUSINESS SCHOOL,info@koustuvgroup.ac.in
ROLAND INSTITUTE OF PHARMACEUTICAL SCIENCES,principal@rips.ac.in
VIKASH COLLEGE OF ENGINEERING FOR WOMEN,vit@orissavikash.com
TEMPLECITY INSTITUTE OF TECHNOLOGY & ENGINEERING (TITE),principal@tite.ac.in
KOUSTUV SCHOOL OF ENGINEERING,admission@koustuvgroup.ac.in
ASTRAL INSTITUTE OF MANAGEMENT STUDIES,info@astral.ac.in
SHIBANI INSTITUTE OF TECHNICAL EDUCATION (SITE),info@shivani.ac.in
BALAJI INSTITUTE OF TECHNOLOGY & SCIENCE (POLYTECHNIC),principal@bitswgl.ac.in
ACADEMY OF MANAGEMENT & INFORMATION TECHNOLOGY,amiteducation.ordc@gmail.com
ASIAN SCHOOL OF BUSINESS MANAGEMENT,info@asb.edu.in
RAAJDHANI ENGINEERING COLLEGE,admission@rec.ac.in
HI-TECH COLLEGE OF ENGINEERING,info@hit.ac.in
GANDHI INSTITUTE FOR EDUCATION & TECHNOLOGY,info@giet.edu.in
VEDANG INSTITUTE OF TECHNOLOGY,info@vedang.in
C.V. RAMAN POLYTECHNIC,infopolytechnic@cvrgi.edu.in
SUDDHANANDA RESIDENTIAL POLYTECHNIC,sgimail06@gmail.com
SEEMANTA INSTITUTE OF PHARMACEUTICAL SCIENCES,sipspharmacy@gmail.com
MAHAMAYA INSTITUTE OF MEDICAL & TECHNICAL SCIENCE,mimtsnuapada@gmail.com
Sambalpur University,registrar@suniv.ac.in
Ravenshaw University,registrar@ravenshawuniversity.ac.in
Rama Devi Women's University,registrar@rdwu.ac.in
Madhusudan Law University,registrar@mlu.ac.in
Rajendra University,rajendrauniversitybgr@gmail.com
Dharanidhar University,coe@dduniversity.ac.in
Maa Manikeshwari University,vc@kalahandiuniversity.ac.in
Vikram Deb University,vikramdevuniversity@gmail.com
Sri Sri University,info@srisriuniversity.edu.in
Xavier University,info@xup.ac.in
ICFAI University,admissions@iutripura.edu.in
ASBM University,info@asbm.ac.in
Jagadguru Kripalu University,info@jku.edu.in
Odisha University of Agriculture and Technology,dsw.ouat@gmail.com
Veer Surendra Sai University of Technology (VSSUT),registrar@vssut.ac.in
Veer Surendra Sai Institute of Medical Sciences and Research,helpline@antiragging.in
Utkal University of Culture,mailboxuuc@gmail.com
Odisha University of Technology and Research,registrar@outr.ac.in
GIET University,info@giet.edu.in
Odisha University of Health Sciences,ouhs@ouhs.ac.in
C V Raman University,info@cvru.ac.in
AIPH University,info@aiph.ac.in
NIST University,info@nist.edu
NIST University,hello@nist.edu
DRIEMS University,info@driems.ac.in
Silicon University,info@silicon.ac.in
Kalinga Institute of Industrial Technology,kiit@kiit.ac.in
Central University of Odisha,info@cuo.ac.in
Berhampur University,vcbuorissa@gmail.com
National Institute of Technology,skacharya@nitrkl.ac.in
Ravenshaw University,vc@ravenshawuniversity.ac.in
Sambalpur University,hodanth@suniv.ac.in
Indian Institute of Technology Bhubaneswar,registrar@iitbbs.ac.in
"College of Engineering and Technology, Bhubaneswar",info@cet.edu.in
Shailabala Women's  College,sailabala.womenscollege@gmail.com
Rama Devi Women's Autonomous College,upneet.grover@getmyuni.com
B. J. B. Autonomous College,bjbcontroller@gmail.com
GANDHI INSTITUTE FOR EDUCATION AND TECHNOLOGY,info@giet.edu.in
Orissa University of Agriculture & Technology,registrarouat@gmail.com
International Management Institute,imibhinfo@imibh.edu.in
INDIAN INSTITUTE OF MANAGEMENT SAMBALPUR,diptiranjanm@iimsambalpur.ac.in
NATIONAL LAW UNIVERSITY,vc@nluo.ac.in
C.V. RAMAN GLOBAL UNIVERSITY,info@cvrgi.edu.in
GIET UNIVERSITY,enquiry@giet.edu
CENTURION UNIVERSITY OF TECHNOLOGY AND MANAGEMENT,sukanta.parida@cutm.ac.in
"INDIAN INSTITUTE OF TOURISM AND TRAVEL MANAGEMENT, BHUBANESWAR",iittmb@gmail.com
SIKSHA  O  ANUSANDHAN,info@soauniversity.ac.in
ORISSA MEDICAL COLLEGE OF HOMOEOPATHY AND RESEARCH  SAMBALPUR,principalomchr@gmail.com
KALINGA INSTITUTE OF INDUSTRIAL TECHNOLOGY,admission@kiit.ac.in
CENTRAL INSTITUTE OF PETROCHEMICALS ENGINEERING AND TECHNOLOGY (INSTITUTE OF PETROCHEMICALS TECHNOLOGY) BHUBANESWAR,cipetbbsr@gmail.com
INDIAN INSTITUTE OF SCIENCE EDUCATION AND RESEARCH (BERHAMPUR),scholarship@iiserbpr.ac.in
"GITA, BHUBANESWAR",gita@gita.edu.in
"FAKIR MOHAN MEDICAL COLLEGE AND HOSPITAL, BALASORE",dean.fmmchb@gmail.com
"PANDIT RAGHUNATH MURMU MEDICAL COLLEGE AND HOSPITAL, BARIPADA",prmmchbaripada@gmail.com
"DHARANIDHAR MEDICAL COLLEGE AND HOSPITAL, KEONJHAR",keonjharmc@gmail.com
KIIT POLYTECHNIC,kpkiit@kp.kiit.ac.in
ARYAN INSTITUTE OF ENGINEERING AND TECHNOLOGY,principal@aryan.ac.in
"NALANDA INSTITUTE OF TECHNOLOGY, BHUBANESWAR",malaya@thenalanda.com
"MAHARAJA KRISHNA CHANDRA GAJAPATI MEDICAL COLLEGE, BRAHMAPUR",mkcgmc.bam@gmail.com
"S.C.B. MEDICAL COLLEGE, CUTTACK",scbmcctc@gmail.com
EINSTEIN ACADEMY OF TECHNOLOGY AND MANAGEMENT,principal@eatm.in
GANDHI INSTITUTE OF EXCELLENT TECHNOCRATS,info@gietbbsr.edu.in
CENTRAL UNIVERSITY OF ODISHA,info@cuo.ac.in
"SAHEED RENDO MAJHI MEDICAL COLLEGE AND HOSPITAL, KALAHANDI",bptmedicalcollege@gmail.com
SRUSTI ACADEMY OF MANAGEMENT,mail@srustiacademy.ac.in
GANDHI ACADEMY OF TECHNOLOGY AND ENGINEERING,gateinformation@gmail.com
SRI SRI UNIVERSITY,executiveregistrar@srisriuniversity.edu.in
"CENTURION UNIVERSITY OF TECHNOLOGY AND MANAGEMENT, BHUBANESWAR CAMPUS",sukanta.parida@cutm.ac.in
Jagat Guru Nanak Dev Punjab State Open University,admission.helpline@psou.ac.in
Punjab Sports University,helpdesk@mbspsu.ac.in
Rajiv Gandhi National University of Law,info@rgnul.ac.in
Shaheed Bhagat Singh State University,info@sbsstc.ac.in
Adesh University,mail@adeshuniversity.ac.in
Akal University,admission@auts.ac.in
Chitkara University,admissions@chitkara.edu.in
DAV University,mail@davchd.ac.in
GNA University,admissions@gnauniversity.edu.in
Sri Guru Granth Sahib World University,info@sggswu.edu.in
Kanya Maha Vidyalaya (KMV),kmvoffice1886@gmail.com
Adesh Institute of Medical Sciences & Research,mail@adeshuniversity.ac.in
Baba Banda Singh Bahadur Engineering College,principal@bbsbec.ac.in
Beant College of Engineering and Technology,registrarsbssu@gmail.com
Ramgarhia Institute of Engineering and Technology,principal@riet.ac.in
Shaheed Bhagat Singh State Technical Campus,info@sbsstc.ac.in
Guru Nanak College,principal@gurunanakcollege.edu.in
PCTE Group of Institutes,admissions@pcte.edu.in
PEC University of Technology,webmaster@pec.edu.in
D.A.V. College,mail@davchd.ac.in
Bathinda College of Law,bathindalawcollege08@gmail.com
Government Rajindra College,gcbathinda@gmail.com
Baba Farid Law College,bflcfdk@gmail.com
Doaba College,doabacollege@gmail.com
Punjab College of Engineering and Technology,webmaster@pec.edu.in
Bhai Gurdas Institute of Engineering & Technology,info@bgiet.ac.in
GOVERNMENT COLLEGE PUSHKAR,principalgcpushkar@gmail.com
Govt. Girls College Ajmer,ggcajmer@gmail.com
Government Girls College Sarwar,ggcsarwar@gmail.com
GOVERNMENT COLLEGE MASUDA(BEAWAR),gc.masuda1@gmail.com
Government College Bhinay,gcbhinay@gmail.com
Government College Sawar,governmentcollegesawar@gmail.com
GOVERNMENT COLLEGE TANTOTI,gctantoti@gmail.com
Government Girls College Nasirabad,ggcnasirabad@gmail.com
Government College Rupangarh,ggcdudu22@gmail.com
Government College Bijainagar,gcbijaynagar@gmail.com
Government College Peesangan,gcpisangan2023@gmail.com
Government College Nand,govtcollegenand@gmail.com
Government College Borada,gcborada23@gmail.com
Government College Badakheda,gcbadakheda@gmail.com
Babu Shobha Ram Government Arts College Alwar (Rajasthan),artscollegealwar@gmail.com
Government College Govindgarh (Alwar),gcgalwar1998@gmail.com
GOVERNMENT LAW COLLEGE ALWAR,law3alwar@gmail.com
Shri Dharam Chand Gandhi Jain Government College Behror,governmentcollegebehror@gmail.com
GOVT. COLLEGE BIBIRANI,gcbibirani@gmail.com
Government College Bansur,govtcollegebansur@gmail.com
Government Girls College Behror,behrorgovtgirlscollege@gmail.com
Govt. College Laxmangarh (Alwar),gclaxmangarhalwar@gmail.com
Government College Kathumar,gckathumar@gmail.com
Government Girls CollegeTapukara,ggctapukra2020@gmail.com
Government College Malakhera Alwar,gcmalakhera@gmail.com
Government College Reni,gcrenialwar@gmail.com
Baba Mohan Ram Kissan Government College Bhiwadi,bmkcpgcollege@gmail.com
GOVERNMENT GIRLS COLLEGE RAJGARH ALWAR,gcgirlrajgarh@gmail.com
Govt college Tehla,gctehla22@gmail.com
Government Girls College Pratapgarh Alwar,ggcpratapgarh22@gmail.com
GOVERNMENT COLLEGE NEEMRANA,neemranagovtcollege@gmail.com
Government Girls College Bardod,ggcbardod@gmail.com
Government Girls College Baroda Meo Alwar,ggcbarodameo@gmail.com
GOVERNMENT COLLEGE MUBARIKPUR,gcmmubarikpur@gmail.com
Government Girls College Bhiwadi,govtgirlscollegebhiwadi23@gmail.com
Government Girls CollegeKherli Ganj,ggckherliganj23@gmail.com
Government Girls College Narayanpur,ggcnarayanpur23@gmail.com
Government Girls College Bahadurpur Alwar,ggcbahadurpur@gmail.com
HARIDEV JOSHI RAJKIYA KANYA MAHAVIDHYALAYA BANSWARA,hdjgirlscollege1995@gmail.com
GOVERNMENT COLLEGE GANGARTALAI,gcgangadtalai@gmail.com
Government College Chhoti Sarwan,gcchhotisarvan@gmail.com
GOVT GIRLS COLLEGE KUSHALGARH,ggckushalgarh@gmail.com
Government college anandpuri,govtcollegeanandpuri@gmail.com
Government College Partapur,gcpartapurgarhi@gmail.com
Government College Baran,principalgcbaran@gmail.com
Government College Chhabra (Baran),principalgcchhabra@gmail.com
Govt. College Kelwara,principal.gckelwara@gmail.com
Shri Premsingh Shinghvi Government College Chhipabarod (Baran),gcchhipabarod@gmail.com
Government Girls College Kelwara,ggckelwara@gmail.com
Government Girls College Chhabra,ggcprincipalchhabra@gmail.com
GOVERNMENT GIRLS COLLEGE ATRU BARAN,ggcatru2022@gmail.com
Government College Nahargarh,principalgcnahargarh@gmail.com
Government College Seeswali,gcsiswali2023@gmail.com
Government Girls College shahbad,ggcshahbad@gmail.com
VEER NARAYAN PARMAR GOVERNMENT COLLEGE SIWANA,gcsiwana@gmail.com
GOVT COLLEGE GUDAMALANI,gcgudamalani@gmail.com
GOVERNMENT COLLEGE SHEO DISTRICT BARMER,gcsheo@gmail.com
Government College Gadra Road Barmer,gcgadra.gs@gmail.com
Government College Sindhari,governmentcollegesindhari@gmail.com
Government college sedwa,gcsedwa2020@gmail.com
GOVERNMENT COLLEGE PATODI,govtcollegepatodi@gmail.com
Government College Samdari,govtcollegesamdari@gmail.com
Government College Nokhada,gcnokhada@gmail.com
Government College Kalyanpur,gckalyanpur@gmail.com
GOVERNMENT GIRLS COLLEGE BAYTU,ggcbaytu2022@gmail.com
Government Girls College Samdari,ggcsamdari@gmail.com
Government College Goliya Jetmal,gcgoliyajetmal@gmail.com
Government College Vishala,gcvishala2023@gmail.com
